"ELEMENT","Axis_0","Axis_1","ENDW_CWE","ENDW_RICHNESS","ENDW_SINGLE","ENDW_WE","PD","PD_P","PD_P_per_taxon","PD_per_taxon","PE_WE","PE_WE_P","PHYLO_RPD1","PHYLO_RPD2","PHYLO_RPD_DIFF1","PHYLO_RPD_DIFF2","PHYLO_RPD_NULL1","PHYLO_RPD_NULL2","PHYLO_RPE1","PHYLO_RPE2","PHYLO_RPE_DIFF1","PHYLO_RPE_DIFF2","PHYLO_RPE_NULL1","PHYLO_RPE_NULL2","ELEMENT.1","Axis_0.1","Axis_1.1","C_ENDW_CWE","C_ENDW_RICHNESS","C_ENDW_SINGLE","C_ENDW_WE","C_PD","C_PD_P","C_PD_P_per_taxon","C_PD_per_taxon","C_PE_WE","C_PE_WE_P","C_PHYLO_RPD1","C_PHYLO_RPD2","C_PHYLO_RPD_DIFF1","C_PHYLO_RPD_DIFF2","C_PHYLO_RPD_NULL1","C_PHYLO_RPD_NULL2","C_PHYLO_RPE1","C_PHYLO_RPE2","C_PHYLO_RPE_DIFF1","C_PHYLO_RPE_DIFF2","C_PHYLO_RPE_NULL1","C_PHYLO_RPE_NULL2","P_ENDW_CWE","P_ENDW_RICHNESS","P_ENDW_SINGLE","P_ENDW_WE","P_PD","P_PD_P","P_PD_P_per_taxon","P_PD_per_taxon","P_PE_WE","P_PE_WE_P","P_PHYLO_RPD1","P_PHYLO_RPD2","P_PHYLO_RPD_DIFF1","P_PHYLO_RPD_DIFF2","P_PHYLO_RPD_NULL1","P_PHYLO_RPD_NULL2","P_PHYLO_RPE1","P_PHYLO_RPE2","P_PHYLO_RPE_DIFF1","P_PHYLO_RPE_DIFF2","P_PHYLO_RPE_NULL1","P_PHYLO_RPE_NULL2","Q_ENDW_CWE","Q_ENDW_RICHNESS","Q_ENDW_SINGLE","Q_ENDW_WE","Q_PD","Q_PD_P","Q_PD_P_per_taxon","Q_PD_per_taxon","Q_PE_WE","Q_PE_WE_P","Q_PHYLO_RPD1","Q_PHYLO_RPD2","Q_PHYLO_RPD_DIFF1","Q_PHYLO_RPD_DIFF2","Q_PHYLO_RPD_NULL1","Q_PHYLO_RPD_NULL2","Q_PHYLO_RPE1","Q_PHYLO_RPE2","Q_PHYLO_RPE_DIFF1","Q_PHYLO_RPE_DIFF2","Q_PHYLO_RPE_NULL1","Q_PHYLO_RPE_NULL2","T_ENDW_CWE","T_ENDW_RICHNESS","T_ENDW_SINGLE","T_ENDW_WE","T_PD","T_PD_P","T_PD_P_per_taxon","T_PD_per_taxon","T_PE_WE_P","T_PHYLO_RPD1","T_PHYLO_RPD2","T_PHYLO_RPD_DIFF1","T_PHYLO_RPD_DIFF2","T_PHYLO_RPD_NULL1","T_PHYLO_RPD_NULL2","T_PHYLO_RPE_NULL1","T_PHYLO_RPE_NULL2","P_PHYLO_RPD1_SIG","P_PHYLO_RPD2_SIG","P_PD_P_SIG","P_PE_WE_P_SIG","P_PD_P_per_taxon_SIG","P_PHYLO_RPE2_SIG","P_PHYLO_RPE1_CANAPE_SIG","P_PHYLO_RPE2_CANAPE_SIG","SP_P"
"370000:6570000",370000,6570000,0.00276492517702862,193,0.533630559166523,0.533630559166523,29.333476,0.37549766266003,0.00194558374435249,0.151986922279793,0.0455517632744992,0.000583107867598693,2.40863267550838,1.10637704176616,17.1549996809371,2.82038426666679,0.155896607431341,0.339393939393939,1.35278523256745,1.06557965271771,0.0118791874820753,0.00280342141350212,0.000431042454900261,0.000547221285721348,"'370000:6570000'",370000,6570000,425,0,425,425,61,61,61,61,293,293,61,249,61,222,0,38,389,595,360,573,425,112,0.425425425425425,0,0.425425425425425,0.425425425425425,0.0610610610610611,0.0610610610610611,0.0610610610610611,0.0610610610610611,0.293293293293293,0.293293293293293,0.0610610610610611,0.249249249249249,0.0610610610610611,0.222222222222222,0,0.038038038038038,0.389389389389389,0.595595595595596,0.36036036036036,0.573573573573574,0.425425425425425,0.112112112112112,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.155896607431341
"370000:6590000",370000,6590000,0.00268778245451625,295,0.792895824082293,0.792895824082293,36.924918,0.47267566935856,0.00160229040460529,0.125169213559322,0.0545060585306813,0.000697731751227901,1.98363552090135,1.07822330107137,18.310148496769,2.67884117777792,0.238287560581583,0.438383838383838,1.08941412198747,0.926539305476438,0.00447360766503301,-0.0043215143618185,0.000640465124460657,0.00075305143246904,"'370000:6590000'",370000,6590000,21,0,21,21,38,38,38,38,0,0,38,228,38,204,0,10,325,166,273,200,21,2,0.021021021021021,0,0.021021021021021,0.021021021021021,0.038038038038038,0.038038038038038,0.038038038038038,0.038038038038038,0,0,0.038038038038038,0.228228228228228,0.038038038038038,0.204204204204204,0,0.01001001001001,0.325325325325325,0.166166166166166,0.273273273273273,0.2002002002002,0.021021021021021,0.002002002002002,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.238287560581583
"370000:6610000",370000,6610000,0.00254396476018383,264,0.671606696688531,0.671606696688531,37.081239,0.474676733607634,0.00179801793033195,0.140459238636364,0.0639043872087551,0.00081803970421402,2.22594619775095,1.16204244874273,20.4225978174476,5.17083930666681,0.213247172859451,0.408484848484849,1.50792593166567,1.17190498626302,0.0215253910877947,0.00937403879498635,0.000542493292963272,0.00069804268588582,"'370000:6610000'",370000,6610000,15,0,15,15,580,580,580,580,611,611,580,895,580,872,0,7,956,906,931,883,15,18,0.015015015015015,0,0.015015015015015,0.015015015015015,0.580580580580581,0.580580580580581,0.580580580580581,0.580580580580581,0.611611611611612,0.611611611611612,0.580580580580581,0.895895895895896,0.580580580580581,0.872872872872873,0,0.00700700700700701,0.956956956956957,0.906906906906907,0.931931931931932,0.883883883883884,0.015015015015015,0.018018018018018,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.213247172859451
"370000:6630000",370000,6630000,0.00209034908116155,213,0.445244354287409,0.445244354287409,32.5981050000001,0.417288160279615,0.00195909934403575,0.153042746478874,0.0437387941595169,0.000559900060070166,2.42536498791626,1.1526653980938,19.1576104095316,4.31747381777798,0.17205169628433,0.362020202020202,1.55679969367883,1.00711805534355,0.0156434686419745,0.00030913471944613,0.000359648105240234,0.000555942828250825,"'370000:6630000'",370000,6630000,0,0,0,0,355,355,355,355,6,6,355,671,355,628,0,37,893,391,694,386,0,4,0,0,0,0,0.355355355355355,0.355355355355355,0.355355355355355,0.355355355355355,0.00600600600600601,0.00600600600600601,0.355355355355355,0.671671671671672,0.355355355355355,0.628628628628629,0,0.037037037037037,0.893893893893894,0.391391391391391,0.694694694694695,0.386386386386386,0,0.004004004004004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.17205169628433
"370000:6650000",370000,6650000,0.00239328437885053,182,0.435577756950796,0.435577756950796,29.539768,0.378138405401377,0.00207768354616141,0.162306417582418,0.0450503649338563,0.000576689470236818,2.57217223014783,1.18317642650873,18.0554017302101,4.57327328444459,0.147011308562197,0.31959595959596,1.63906800280857,1.16356236608402,0.0175650105393701,0.00633274545165033,0.000351839868296282,0.000495624031032966,"'370000:6650000'",370000,6650000,101,0,101,101,262,262,262,262,426,426,262,779,262,709,0,2,872,862,794,832,101,22,0.101101101101101,0,0.101101101101101,0.101101101101101,0.262262262262262,0.262262262262262,0.262262262262262,0.262262262262262,0.426426426426426,0.426426426426426,0.262262262262262,0.77977977977978,0.262262262262262,0.70970970970971,0,0.002002002002002,0.872872872872873,0.862862862862863,0.794794794794795,0.832832832832833,0.101101101101101,0.022022022022022,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.147011308562197
"370000:6670000",370000,6670000,0.00281121998036868,282,0.792764034463967,0.792764034463967,36.874239,0.472026927762237,0.0016738543537668,0.130759712765957,0.0624353489443749,0.000799234553585676,2.07223168996329,1.11263490115384,19.0797813731826,3.73287433333348,0.227786752827141,0.424242424242424,1.24810452331896,1.02995576862587,0.0124112141240421,0.00181590212320351,0.000640358670810959,0.000775989200635269,"'370000:6670000'",370000,6670000,101,0,101,101,143,143,143,143,265,265,143,567,143,527,0,4,743,607,685,601,101,74,0.101101101101101,0,0.101101101101101,0.101101101101101,0.143143143143143,0.143143143143143,0.143143143143143,0.143143143143143,0.265265265265265,0.265265265265265,0.143143143143143,0.567567567567568,0.143143143143143,0.527527527527528,0,0.004004004004004,0.743743743743744,0.607607607607608,0.685685685685686,0.601601601601602,0.101101101101101,0.0740740740740741,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.227786752827141
"370000:6690000",370000,6690000,0.00263738522591533,347,0.91517267339262,0.91517267339262,40.705384,0.521069393537914,0.00150164090356748,0.117306582132565,0.0664813225557336,0.000851027039217087,1.85903143861654,1.06582375950937,18.8093669911148,2.51390662222237,0.280290791599354,0.488888888888889,1.15122698172912,0.938733599466303,0.00873309079010896,-0.00433890012888124,0.000739234792724249,0.000906569275565422,"'370000:6690000'",370000,6690000,0,0,0,0,67,67,67,67,6,6,67,192,67,175,0,73,786,280,711,317,0,9,0,0,0,0,0.0670670670670671,0.0670670670670671,0.0670670670670671,0.0670670670670671,0.00600600600600601,0.00600600600600601,0.0670670670670671,0.192192192192192,0.0670670670670671,0.175175175175175,0,0.0730730730730731,0.786786786786787,0.28028028028028,0.711711711711712,0.317317317317317,0,0.00900900900900901,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,11,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.280290791599354
"370000:6710000",370000,6710000,0.00352492476532778,517,1.82238610367446,1.82238610367446,51.5936029999999,0.660449424224714,0.00127746503718513,0.0997942030947774,0.108519098206081,0.0013891523708393,1.5815017160352,1.06281685627839,18.9704306841681,3.04939456444462,0.417609046849758,0.621414141414141,0.943691697182879,0.940591306393872,-0.00647512981355048,-0.00685417546591554,0.00147204047146564,0.00147689263274733,"'370000:6710000'",370000,6710000,3,0,3,3,551,551,551,551,104,104,551,598,551,596,0,356,838,551,855,576,3,26,0.003003003003003,0,0.003003003003003,0.003003003003003,0.551551551551552,0.551551551551552,0.551551551551552,0.551551551551552,0.104104104104104,0.104104104104104,0.551551551551552,0.598598598598599,0.551551551551552,0.596596596596597,0,0.356356356356356,0.838838838838839,0.551551551551552,0.855855855855856,0.576576576576577,0.003003003003003,0.026026026026026,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,50,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.417609046849758
"370000:6730000",370000,6730000,0.00236015273413227,398,0.939340788184645,0.939340788184645,45.6834079999999,0.584793050995541,0.00146932927385814,0.114782432160804,0.0783166049676075,0.00100253042335676,1.81902964103638,1.10317286677894,20.5692443990307,4.27248376888901,0.321486268174475,0.53010101010101,1.32128049769271,1.09484035957311,0.0190433430793349,0.00678416255916022,0.000758756694817969,0.000915686396277589,"'370000:6730000'",370000,6730000,0,0,0,0,628,628,628,628,11,11,628,848,628,833,0,46,968,851,941,812,0,0,0,0,0,0,0.628628628628629,0.628628628628629,0.628628628628629,0.628628628628629,0.011011011011011,0.011011011011011,0.628628628628629,0.848848848848849,0.628628628628629,0.833833833833834,0,0.046046046046046,0.968968968968969,0.851851851851852,0.941941941941942,0.812812812812813,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,6,NA,NA,"Not Sig","Not Sig","Not Sig","Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.321486268174475
"370000:6750000",370000,6750000,0.00212662481844604,323,0.686899816358071,0.686899816358071,41.674753,0.533478280699977,0.00165163554396278,0.129024003095975,0.0653654977881996,0.000836743372591721,2.04472480342592,1.13238314299524,21.2931579168014,4.87205661777793,0.260904684975767,0.471111111111111,1.50806314195978,1.11752532823201,0.0220214918447516,0.00687420802780394,0.000554846378318313,0.000748746673970691,"'370000:6750000'",370000,6750000,0,0,0,0,761,761,761,761,33,33,761,869,761,864,0,145,975,848,930,807,0,0,0,0,0,0,0.761761761761762,0.761761761761762,0.761761761761762,0.761761761761762,0.033033033033033,0.033033033033033,0.761761761761762,0.86986986986987,0.761761761761762,0.864864864864865,0,0.145145145145145,0.975975975975976,0.848848848848849,0.930930930930931,0.807807807807808,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,23,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.260904684975767
"370000:6770000",370000,6770000,0.00243353460116944,317,0.771430468570712,0.771430468570712,40.5581500000001,0.519184651925156,0.00163780647295002,0.127943690851735,0.0704643850858034,0.000902014200447824,2.02760441351212,1.14833066444572,20.5551603982231,5.23892422666692,0.256058158319871,0.452121212121212,1.44756219212263,1.15399497636233,0.0217864177630466,0.00940312699616762,0.000623126388183128,0.00078164482421855,"'370000:6770000'",370000,6770000,0,0,0,0,523,523,523,523,343,343,523,952,523,936,0,0,969,913,946,897,0,0,0,0,0,0,0.523523523523523,0.523523523523523,0.523523523523523,0.523523523523523,0.343343343343343,0.343343343343343,0.523523523523523,0.952952952952953,0.523523523523523,0.936936936936937,0,0,0.96996996996997,0.913913913913914,0.946946946946947,0.897897897897898,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.256058158319871
"370000:6790000",370000,6790000,0.00303733461862129,304,0.923349724060871,0.923349724060871,39.3256050000001,0.503406850255033,0.00165594358636524,0.129360542763158,0.0738330303238628,0.000945136209350627,2.05005815992017,1.12448732344874,20.1429272746367,4.35357447555582,0.245557350565428,0.447676767676768,1.26721067509513,1.0591267024011,0.0155688191907611,0.00412179543904734,0.000745839841729298,0.000892373128925892,"'370000:6790000'",370000,6790000,218,0,218,218,408,408,408,408,662,662,408,749,408,727,0,16,839,714,834,714,218,437,0.218218218218218,0,0.218218218218218,0.218218218218218,0.408408408408408,0.408408408408408,0.408408408408408,0.408408408408408,0.662662662662663,0.662662662662663,0.408408408408408,0.74974974974975,0.408408408408408,0.727727727727728,0,0.016016016016016,0.83983983983984,0.714714714714715,0.834834834834835,0.714714714714715,0.218218218218218,0.437437437437437,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.245557350565428
"370000:6810000",370000,6810000,0.00252786231283375,157,0.396874383114898,0.396874383114898,28.004461,0.358484949057996,0.00228334362457322,0.178372363057325,0.0456375762094693,0.000584206358500599,2.82677940722165,1.17206109500468,18.0976175694669,4.11111523555565,0.126817447495961,0.305858585858586,1.82235866711094,1.19062475050788,0.0205944400622802,0.00730679550799155,0.000320577046134813,0.00049067210995857,"'370000:6810000'",370000,6810000,329,0,329,329,462,462,462,462,848,848,462,571,462,556,0,283,910,876,930,874,329,527,0.329329329329329,0,0.329329329329329,0.329329329329329,0.462462462462462,0.462462462462462,0.462462462462462,0.462462462462462,0.848848848848849,0.848848848848849,0.462462462462462,0.571571571571572,0.462462462462462,0.556556556556557,0,0.283283283283283,0.910910910910911,0.876876876876877,0.930930930930931,0.874874874874875,0.329329329329329,0.527527527527528,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,22,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.126817447495961
"370000:6830000",370000,6830000,0.00265204472885005,383,1.01573313114957,1.01573313114957,44.2514970000001,0.566463166271442,0.00147901609992544,0.115539156657964,0.07329890840629,0.000938298917662998,1.83102193170769,1.08429724402306,20.083847102585,3.44027365333364,0.309369951534733,0.522424242424242,1.14362131591801,0.972715513807773,0.00920521988715693,-0.00205602051774407,0.000820462949232285,0.000964618024842589,"'370000:6830000'",370000,6830000,0,0,0,0,418,418,418,418,4,4,418,544,418,530,0,216,888,518,846,537,0,0,0,0,0,0,0.418418418418418,0.418418418418418,0.418418418418418,0.418418418418418,0.004004004004004,0.004004004004004,0.418418418418418,0.544544544544545,0.418418418418418,0.530530530530531,0,0.216216216216216,0.888888888888889,0.518518518518518,0.846846846846847,0.537537537537538,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,17,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.309369951534733
"370000:6850000",370000,6850000,0.00298178552942174,93,0.277306054236222,0.277306054236222,19.199157,0.245768301668133,0.00264266991041004,0.206442548387097,0.0308001502610346,0.000394272551694732,3.27162534908762,1.19739477682801,13.3307720379645,3.1650491422223,0.0751211631663974,0.205252525252525,1.76018305962511,1.16762407334557,0.0133018849001609,0.00442166855263383,0.000223995197282893,0.000337670797215605,"'370000:6850000'",370000,6850000,928,0,928,928,56,56,56,56,911,911,56,381,56,318,0,10,140,587,369,690,928,898,0.928928928928929,0,0.928928928928929,0.928928928928929,0.0560560560560561,0.0560560560560561,0.0560560560560561,0.0560560560560561,0.911911911911912,0.911911911911912,0.0560560560560561,0.381381381381381,0.0560560560560561,0.318318318318318,0,0.01001001001001,0.14014014014014,0.587587587587588,0.369369369369369,0.690690690690691,0.928928928928929,0.898898898898899,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.0751211631663974
"370000:6870000",370000,6870000,0.00243116219792114,308,0.748797956959713,0.748797956959713,39.971052,0.511669213701864,0.00166126368085021,0.129776142857143,0.067996321184123,0.000870420528208755,2.05664443689256,1.12767702930731,20.5359706203555,4.52557340888903,0.248788368336026,0.453737373737374,1.43908060099103,1.1046409305613,0.0207464860204101,0.00644118656714665,0.000604844876381029,0.000787966934890297,"'370000:6870000'",370000,6870000,0,0,0,0,536,536,536,536,278,278,536,808,536,793,0,38,958,828,926,808,0,2,0,0,0,0,0.536536536536537,0.536536536536537,0.536536536536537,0.536536536536537,0.278278278278278,0.278278278278278,0.536536536536537,0.808808808808809,0.536536536536537,0.793793793793794,0,0.038038038038038,0.958958958958959,0.828828828828829,0.926926926926927,0.808808808808809,0,0.002002002002002,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.248788368336026
"370000:6890000",370000,6890000,0.00256190779509676,303,0.776258061914319,0.776258061914319,38.830567,0.49706987157825,0.00164049462567079,0.128153686468647,0.0644778688249368,0.000825380839184001,2.03093234658044,1.10633806848576,19.7109901882068,3.73228365777791,0.244749596122779,0.449292929292929,1.31634250134536,1.05792620059876,0.0154952759518527,0.00353045227693577,0.00062702589815373,0.000780187539279068,"'370000:6890000'",370000,6890000,1,0,1,1,247,247,247,247,170,170,247,552,247,514,0,38,909,716,845,699,1,3,0.001001001001001,0,0.001001001001001,0.001001001001001,0.247247247247247,0.247247247247247,0.247247247247247,0.247247247247247,0.17017017017017,0.17017017017017,0.247247247247247,0.552552552552553,0.247247247247247,0.514514514514514,0,0.038038038038038,0.90990990990991,0.716716716716717,0.845845845845846,0.6996996996997,0.001001001001001,0.003003003003003,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.244749596122779
"370000:6910000",370000,6910000,0.00366992073268037,340,1.24777304911133,1.24777304911133,41.685501,0.533615865788028,0.00156945842878832,0.122604414705882,0.0733290060334939,0.000938684197220956,1.94298953483994,1.09692630218054,20.2311903861067,3.68340284888906,0.274636510500808,0.486464646464646,0.931332053523032,0.898407562960589,-0.0054066132937974,-0.00829208561431841,0.0010078942238379,0.00104483113891833,"'370000:6910000'",370000,6910000,714,0,714,714,406,406,406,406,193,193,406,568,406,553,0,180,103,125,109,123,714,656,0.714714714714715,0,0.714714714714715,0.714714714714715,0.406406406406406,0.406406406406406,0.406406406406406,0.406406406406406,0.193193193193193,0.193193193193193,0.406406406406406,0.568568568568569,0.406406406406406,0.553553553553554,0,0.18018018018018,0.103103103103103,0.125125125125125,0.109109109109109,0.123123123123123,0.714714714714715,0.656656656656657,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,21,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.274636510500808
"370000:6930000",370000,6930000,0.00342703330579621,441,1.51132168785613,1.51132168785613,51.212729,0.65557385827515,0.0014865620369051,0.116128637188209,0.107930569865444,0.00138161862283349,1.84036380168852,1.15813368967237,23.385226115509,6.99267957333351,0.356219709208401,0.566060606060606,1.13175366224923,1.08644771232116,0.0125647906631533,0.00858794284213941,0.00122077680763823,0.00127168441441301,"'370000:6930000'",370000,6930000,16,0,16,16,999,999,999,999,592,592,999,999,999,999,0,192,933,853,923,848,16,74,0.016016016016016,0,0.016016016016016,0.016016016016016,1,1,1,1,0.592592592592593,0.592592592592593,1,1,1,1,0,0.192192192192192,0.933933933933934,0.853853853853854,0.923923923923924,0.848848848848849,0.016016016016016,0.0740740740740741,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,23,NA,NA,"Very Highly Sig","Very Highly Sig","Very Highly Sig","Not Sig","Very Highly Sig","Not Sig","Not Sig","Not Sig",0.356219709208401
