"ELEMENT","Axis_0","Axis_1","ENDW_CWE","ENDW_RICHNESS","ENDW_SINGLE","ENDW_WE","PD","PD_P","PD_P_per_taxon","PD_per_taxon","PE_WE","PE_WE_P","PHYLO_RPD1","PHYLO_RPD2","PHYLO_RPD_DIFF1","PHYLO_RPD_DIFF2","PHYLO_RPD_NULL1","PHYLO_RPD_NULL2","PHYLO_RPE1","PHYLO_RPE2","PHYLO_RPE_DIFF1","PHYLO_RPE_DIFF2","PHYLO_RPE_NULL1","PHYLO_RPE_NULL2","ELEMENT.1","Axis_0.1","Axis_1.1","C_ENDW_CWE","C_ENDW_RICHNESS","C_ENDW_SINGLE","C_ENDW_WE","C_PD","C_PD_P","C_PD_P_per_taxon","C_PD_per_taxon","C_PE_WE","C_PE_WE_P","C_PHYLO_RPD1","C_PHYLO_RPD2","C_PHYLO_RPD_DIFF1","C_PHYLO_RPD_DIFF2","C_PHYLO_RPD_NULL1","C_PHYLO_RPD_NULL2","C_PHYLO_RPE1","C_PHYLO_RPE2","C_PHYLO_RPE_DIFF1","C_PHYLO_RPE_DIFF2","C_PHYLO_RPE_NULL1","C_PHYLO_RPE_NULL2","P_ENDW_CWE","P_ENDW_RICHNESS","P_ENDW_SINGLE","P_ENDW_WE","P_PD","P_PD_P","P_PD_P_per_taxon","P_PD_per_taxon","P_PE_WE","P_PE_WE_P","P_PHYLO_RPD1","P_PHYLO_RPD2","P_PHYLO_RPD_DIFF1","P_PHYLO_RPD_DIFF2","P_PHYLO_RPD_NULL1","P_PHYLO_RPD_NULL2","P_PHYLO_RPE1","P_PHYLO_RPE2","P_PHYLO_RPE_DIFF1","P_PHYLO_RPE_DIFF2","P_PHYLO_RPE_NULL1","P_PHYLO_RPE_NULL2","Q_ENDW_CWE","Q_ENDW_RICHNESS","Q_ENDW_SINGLE","Q_ENDW_WE","Q_PD","Q_PD_P","Q_PD_P_per_taxon","Q_PD_per_taxon","Q_PE_WE","Q_PE_WE_P","Q_PHYLO_RPD1","Q_PHYLO_RPD2","Q_PHYLO_RPD_DIFF1","Q_PHYLO_RPD_DIFF2","Q_PHYLO_RPD_NULL1","Q_PHYLO_RPD_NULL2","Q_PHYLO_RPE1","Q_PHYLO_RPE2","Q_PHYLO_RPE_DIFF1","Q_PHYLO_RPE_DIFF2","Q_PHYLO_RPE_NULL1","Q_PHYLO_RPE_NULL2","T_ENDW_CWE","T_ENDW_RICHNESS","T_ENDW_SINGLE","T_ENDW_WE","T_PD","T_PD_P","T_PD_P_per_taxon","T_PD_per_taxon","T_PE_WE_P","T_PHYLO_RPD1","T_PHYLO_RPD2","T_PHYLO_RPD_DIFF1","T_PHYLO_RPD_DIFF2","T_PHYLO_RPD_NULL1","T_PHYLO_RPD_NULL2","T_PHYLO_RPE_NULL1","T_PHYLO_RPE_NULL2","P_PHYLO_RPD1_SIG","P_PHYLO_RPD2_SIG","P_PD_P_SIG","P_PE_WE_P_SIG","P_PD_P_per_taxon_SIG","P_PHYLO_RPE2_SIG","P_PHYLO_RPE1_CANAPE_SIG","P_PHYLO_RPE2_CANAPE_SIG","SP_P"
"630000:6630000",630000,6630000,0.00475266622072851,469,2.22900045752167,2.22900045752167,50.288343,0.643740798245182,0.00137258165937139,0.107224611940299,0.137225493209107,0.00175662277315479,1.69925609430178,1.09502300732428,20.6940145355414,4.36388053333359,0.378836833602585,0.587878787878788,0.975638648178468,1.07900825135639,-0.00342647200906995,0.0100480661258528,0.00180048502223075,0.00162799753472375,"'630000:6630000'",630000,6630000,595,0,595,595,874,874,874,874,868,868,874,905,874,906,0,320,840,869,834,871,595,662,0.595595595595596,0,0.595595595595596,0.595595595595596,0.874874874874875,0.874874874874875,0.874874874874875,0.874874874874875,0.868868868868869,0.868868868868869,0.874874874874875,0.905905905905906,0.874874874874875,0.906906906906907,0,0.32032032032032,0.840840840840841,0.86986986986987,0.834834834834835,0.871871871871872,0.595595595595596,0.662662662662663,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,32,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.378836833602585
"630000:6650000",630000,6650000,0.00449911110336349,449,2.02010088541021,2.02010088541021,47.3384589999999,0.605979349615014,0.00134961993232743,0.10543086636971,0.113832312852891,0.00145716680189712,1.67082947622135,1.06368715623912,19.0061488069468,2.83434073333348,0.362681744749596,0.56969696969697,0.893011093543635,0.928991926832886,-0.0136378985206129,-0.00870084331883964,0.00163174546479015,0.00156854624869011,"'630000:6650000'",630000,6650000,518,0,518,518,198,198,198,198,677,677,198,372,198,363,0,95,580,458,553,435,518,693,0.518518518518518,0,0.518518518518518,0.518518518518518,0.198198198198198,0.198198198198198,0.198198198198198,0.198198198198198,0.677677677677678,0.677677677677678,0.198198198198198,0.372372372372372,0.198198198198198,0.363363363363363,0,0.0950950950950951,0.580580580580581,0.458458458458458,0.553553553553554,0.435435435435435,0.518518518518518,0.693693693693694,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,13,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.362681744749596
"630000:6670000",630000,6670000,0.00477820399208131,475,2.26964689623862,2.26964689623862,49.317033,0.631307064352945,0.00132906750390094,0.103825332631579,0.131877216552247,0.00168815951350188,1.64538556982936,1.08055669728461,19.3440990541197,3.6766393733336,0.383683360258481,0.584242424242424,0.920822301116043,1.01820451947127,-0.011339576082348,0.00235783804788893,0.00183331736368225,0.00165797684180238,"'630000:6670000'",630000,6670000,578,0,578,578,436,436,436,436,797,797,436,747,436,729,0,19,719,751,695,758,578,653,0.578578578578579,0,0.578578578578579,0.578578578578579,0.436436436436436,0.436436436436436,0.436436436436436,0.436436436436436,0.797797797797798,0.797797797797798,0.436436436436436,0.747747747747748,0.436436436436436,0.72972972972973,0,0.019019019019019,0.71971971971972,0.751751751751752,0.695695695695696,0.758758758758759,0.578578578578579,0.653653653653654,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.383683360258481
"630000:6690000",630000,6690000,0.00438263815213399,483,2.11681422748072,2.11681422748072,49.939895,0.639280317340751,0.00132356173362474,0.103395227743271,0.118099349707877,0.00151178911687715,1.63856942622743,1.09118536925404,19.4621537455575,4.17324855555574,0.390145395799677,0.585858585858586,0.884156437724512,0.954956662559024,-0.0154735619047111,-0.00557050290240052,0.00170986609651108,0.00158309709345969,"'630000:6690000'",630000,6690000,365,0,365,365,528,528,528,528,569,569,528,907,528,893,0,3,647,581,641,579,365,452,0.365365365365365,0,0.365365365365365,0.365365365365365,0.528528528528529,0.528528528528529,0.528528528528529,0.528528528528529,0.56956956956957,0.56956956956957,0.528528528528529,0.907907907907908,0.528528528528529,0.893893893893894,0,0.003003003003003,0.647647647647648,0.581581581581582,0.641641641641642,0.57957957957958,0.365365365365365,0.452452452452452,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.390145395799677
"630000:6710000",630000,6710000,0.00387153031262146,473,1.83123383786995,1.83123383786995,50.6838589999998,0.648803796355074,0.00137167821639551,0.107154035940803,0.112477615327747,0.00143982532643396,1.69813763189764,1.11358487931956,20.8371268812601,5.16971819111117,0.382067851373183,0.582626262626263,0.973389480503819,1.02237095664044,-0.00307491280264682,0.00246117305971353,0.00147918726806943,0.00140831986382447,"'630000:6710000'",630000,6710000,124,0,124,124,917,917,917,917,480,480,917,989,917,986,0,22,823,764,825,758,124,128,0.124124124124124,0,0.124124124124124,0.124124124124124,0.917917917917918,0.917917917917918,0.917917917917918,0.917917917917918,0.48048048048048,0.48048048048048,0.917917917917918,0.98998998998999,0.917917917917918,0.986986986986987,0,0.022022022022022,0.823823823823824,0.764764764764765,0.825825825825826,0.758758758758759,0.124124124124124,0.128128128128128,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,10,NA,NA,"Not Sig","Highly Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.382067851373183
"630000:6730000",630000,6730000,0.00476361208309987,443,2.11028015281324,2.11028015281324,46.7579079999999,0.598547719502206,0.00135112352032101,0.105548325056433,0.121953704681747,0.00156112869339888,1.67269091815741,1.07582106446475,18.8042032883684,3.29537548000015,0.3578352180937,0.556363636363636,0.915839216822152,1.0065962115149,-0.0112069008499871,0.000799160996141826,0.00170458816866982,0.00155089863794482,"'630000:6730000'",630000,6730000,657,0,657,657,148,148,148,148,800,800,148,570,148,545,0,2,611,685,569,687,657,709,0.657657657657658,0,0.657657657657658,0.657657657657658,0.148148148148148,0.148148148148148,0.148148148148148,0.148148148148148,0.800800800800801,0.800800800800801,0.148148148148148,0.570570570570571,0.148148148148148,0.545545545545546,0,0.002002002002002,0.611611611611612,0.685685685685686,0.56956956956957,0.687687687687688,0.657657657657658,0.70970970970971,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.3578352180937
"630000:6750000",630000,6750000,0.00393336743258652,430,1.6913479960122,1.6913479960122,46.729487,0.598183902439732,0.00139112535451101,0.108673225581395,0.105823604583406,0.00135464737201033,1.72221318888462,1.09343069315978,19.596094164782,3.99290818222239,0.347334410339257,0.547070707070707,0.991548427942022,1.01971460888746,-0.000901999130216894,0.00204593614452496,0.00136619385784508,0.00132845735483607,"'630000:6750000'",630000,6750000,238,0,238,238,369,369,369,369,577,577,369,788,369,764,0,1,771,716,771,714,238,265,0.238238238238238,0,0.238238238238238,0.238238238238238,0.369369369369369,0.369369369369369,0.369369369369369,0.369369369369369,0.577577577577578,0.577577577577578,0.369369369369369,0.788788788788789,0.369369369369369,0.764764764764765,0,0.001001001001001,0.771771771771772,0.716716716716717,0.771771771771772,0.714714714714715,0.238238238238238,0.265265265265265,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.347334410339257
"630000:6770000",630000,6770000,0.00308559935238086,384,1.18487015131425,1.18487015131425,44.473437,0.569304218973506,0.0014825630702435,0.1158162421875,0.0908636796721302,0.00116314545666441,1.83541308096146,1.09908575815868,20.2426861890146,4.00940890222238,0.310177705977383,0.517979797979798,1.2153011650714,1.0996441926468,0.0160972906620516,0.00823360689065639,0.000957084128686796,0.00105774710078245,"'630000:6770000'",630000,6770000,6,0,6,6,475,475,475,475,533,533,475,765,475,747,0,39,941,871,923,860,6,21,0.00600600600600601,0,0.00600600600600601,0.00600600600600601,0.475475475475475,0.475475475475475,0.475475475475475,0.475475475475475,0.533533533533534,0.533533533533534,0.475475475475475,0.765765765765766,0.475475475475475,0.747747747747748,0,0.039039039039039,0.941941941941942,0.871871871871872,0.923923923923924,0.860860860860861,0.00600600600600601,0.021021021021021,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.310177705977383
"630000:6790000",630000,6790000,0.00345426789289667,413,1.42661263976633,1.42661263976633,44.8333769999999,0.573911808905835,0.00138961697071631,0.108555392251816,0.0922549413786074,0.00118095499000886,1.72034580974679,1.06879738678852,18.7726996954766,2.88587829333346,0.333602584814216,0.536969696969697,1.02482077957086,0.989343080833893,0.00223438049845143,-0.000993743699220136,0.00115235269771109,0.00119367589755968,"'630000:6790000'",630000,6790000,45,0,45,45,104,104,104,104,250,250,104,383,104,353,0,6,771,601,767,604,45,77,0.045045045045045,0,0.045045045045045,0.045045045045045,0.104104104104104,0.104104104104104,0.104104104104104,0.104104104104104,0.25025025025025,0.25025025025025,0.104104104104104,0.383383383383383,0.104104104104104,0.353353353353353,0,0.00600600600600601,0.771771771771772,0.601601601601602,0.767767767767768,0.604604604604605,0.045045045045045,0.0770770770770771,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.333602584814216
"630000:6810000",630000,6810000,0.00259030082356998,331,0.857389572601665,0.857389572601665,39.9322180000001,0.511172099884473,0.0015443265857537,0.120641141993958,0.0625164670210342,0.000800272945632532,1.91187631316308,1.05517176581657,19.0458156082393,2.08793587111138,0.267366720516963,0.484444444444444,1.15552829000098,0.931840295496351,0.00841440170424218,-0.00457278349021828,0.000692560236350294,0.00085880912158479,"'630000:6810000'",630000,6810000,0,0,0,0,116,116,116,116,3,3,116,120,116,121,0,523,744,247,652,289,0,5,0,0,0,0,0.116116116116116,0.116116116116116,0.116116116116116,0.116116116116116,0.003003003003003,0.003003003003003,0.116116116116116,0.12012012012012,0.116116116116116,0.121121121121121,0,0.523523523523523,0.744744744744745,0.247247247247247,0.652652652652653,0.289289289289289,0,0.00500500500500501,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,22,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.267366720516963
"630000:6830000",630000,6830000,0.00218723008933825,241,0.527122451530518,0.527122451530518,35.0415640000001,0.448566865309514,0.00186127330003948,0.145400680497926,0.0500596054438467,0.000640812730064713,2.30425634544887,1.12596652296252,19.834243829564,3.92024441777801,0.194668820678514,0.398383838383838,1.50501303353076,1.05767481437779,0.0167976971888683,0.00272974113834569,0.000425785502044037,0.000605869328978672,"'630000:6830000'",630000,6830000,0,0,0,0,445,445,445,445,40,40,445,534,445,527,0,269,931,646,819,619,0,0,0,0,0,0,0.445445445445445,0.445445445445445,0.445445445445445,0.445445445445445,0.04004004004004,0.04004004004004,0.445445445445445,0.534534534534535,0.445445445445445,0.527527527527528,0,0.269269269269269,0.931931931931932,0.646646646646647,0.81981981981982,0.61961961961962,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,28,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.194668820678514
"630000:6850000",630000,6850000,0.00183644006150349,199,0.365451572239195,0.365451572239195,29.837565,0.381950503137328,0.00191934926199662,0.149937512562814,0.0400686888520467,0.000512919062500317,2.37615438635182,1.10306592212939,17.2804831995155,2.78789879111129,0.160743134087237,0.346262626262626,1.7375593583704,1.07074269640456,0.0170083607780604,0.00264729061454951,0.000295195131049431,0.0004790311101095,"'630000:6850000'",630000,6850000,0,0,0,0,58,58,58,58,0,0,58,228,58,205,0,34,965,643,784,588,0,0,0,0,0,0,0.0580580580580581,0.0580580580580581,0.0580580580580581,0.0580580580580581,0,0,0.0580580580580581,0.228228228228228,0.0580580580580581,0.205205205205205,0,0.034034034034034,0.965965965965966,0.643643643643644,0.784784784784785,0.588588588588589,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.160743134087237
"630000:6870000",630000,6870000,0.002030364273592,195,0.395921033350441,0.395921033350441,29.598657,0.378892243161906,0.00194303714442003,0.151787984615385,0.0404165234092847,0.000517371690727372,2.405479984792,1.11770953733697,17.2939788537965,3.11712847111123,0.15751211631664,0.338989898989899,1.61776237978636,1.0632372146231,0.0154335445031848,0.00240381763354534,0.000319806973627174,0.000486600434608348,"'630000:6870000'",630000,6870000,0,0,0,0,67,67,67,67,10,10,67,325,67,292,0,13,880,577,639,525,0,0,0,0,0,0,0.0670670670670671,0.0670670670670671,0.0670670670670671,0.0670670670670671,0.01001001001001,0.01001001001001,0.0670670670670671,0.325325325325325,0.0670670670670671,0.292292292292292,0,0.013013013013013,0.880880880880881,0.577577577577578,0.63963963963964,0.525525525525526,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.15751211631664
"630000:6890000",630000,6890000,0.00225980324044556,225,0.50845572910025,0.50845572910025,29.025098,0.371550117602097,0.00165133385600932,0.129000435555555,0.037683416075104,0.000482385198987223,2.04435131373954,1.005012613186,14.8273924466883,0.14476593333346,0.181744749596123,0.36969696969697,1.17452285846589,0.853863509711579,0.00559939505883829,-0.00644941738891511,0.000410707374071284,0.00056494415500923,"'630000:6890000'",630000,6890000,2,0,2,2,0,0,0,0,0,0,0,5,0,4,0,9,226,21,140,54,2,0,0.002002002002002,0,0.002002002002002,0.002002002002002,0,0,0,0,0,0,0,0.00500500500500501,0,0.004004004004004,0,0.00900900900900901,0.226226226226226,0.021021021021021,0.14014014014014,0.0540540540540541,0.002002002002002,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Sig Low","Not Sig","Not Sig",0.181744749596123
"630000:6910000",630000,6910000,0.00222435614600003,296,0.658409419216008,0.658409419216008,35.223326,0.450893599657683,0.00152328918803271,0.118997722972973,0.0484908949008126,0.000620731675153272,1.8858320147845,1.02100792237215,16.5454555831988,0.724743542222366,0.239095315024233,0.441616161616162,1.16715495163297,0.885849127536451,0.00694465904500879,-0.00624855608861935,0.000531833133453965,0.000700719406790555,"'630000:6910000'",630000,6910000,0,0,0,0,4,4,4,4,0,0,4,13,4,11,0,14,579,59,402,123,0,0,0,0,0,0,0.004004004004004,0.004004004004004,0.004004004004004,0.004004004004004,0,0,0.004004004004004,0.013013013013013,0.004004004004004,0.011011011011011,0,0.014014014014014,0.57957957957958,0.0590590590590591,0.402402402402402,0.123123123123123,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,"Very Sig Low","Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig","Not Sig",0.239095315024233
"630000:6930000",630000,6930000,0.00271846424052227,384,1.04389026836055,1.04389026836055,40.158153,0.514064292559254,0.00133870909520639,0.1045785234375,0.0635013147385077,0.000812879975770637,1.65732185986551,1.00260766279287,15.9274021890146,0.104446560000153,0.310177705977383,0.512727272727273,0.964033711689383,0.862936540501479,-0.00236911486216185,-0.0100861528887238,0.000843207001906745,0.000941992762640747,"'630000:6930000'",630000,6930000,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,441,92,479,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500500500500501,0,0.00500500500500501,0,0.00500500500500501,0.441441441441441,0.0920920920920921,0.47947947947948,0.181181181181181,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig","Not Sig",0.310177705977383
"630000:6950000",630000,6950000,0.00663810352879502,439,2.91412744914101,2.91412744914101,44.2109579999999,0.565944226758557,0.00128916680355024,0.100708332574032,0.0842714591715469,0.00107875847880647,1.5959885027952,1.02842287902161,16.5096569426494,1.22187354666673,0.354604200323102,0.55030303030303,0.458285720192528,0.622155559243537,-0.0996126451294643,-0.0511793262783339,0.00235389939349032,0.00173390474902788,"'630000:6950000'",630000,6950000,945,0,945,945,0,0,0,0,4,4,0,39,0,36,0,0,5,9,9,23,945,879,0.945945945945946,0,0.945945945945946,0.945945945945946,0,0,0,0,0.004004004004004,0.004004004004004,0,0.039039039039039,0,0.036036036036036,0,0,0.00500500500500501,0.00900900900900901,0.00900900900900901,0.023023023023023,0.945945945945946,0.87987987987988,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig",0.354604200323102
"630000:6970000",630000,6970000,0.00273151929834794,371,1.01339365968709,1.01339365968709,41.1288549999999,0.526490243446881,0.00141911116832044,0.110859447439353,0.0639530833598392,0.00081866306337243,1.7568596263807,1.04328531027304,17.7184160654282,1.70641264888901,0.29967689822294,0.504646464646465,1.00010974290881,0.870049700599845,7.01762726026796e-06,-0.00955200872369064,0.000818573230765014,0.000940938273765295,"'630000:6970000'",630000,6970000,0,0,0,0,15,15,15,15,0,0,15,86,15,82,0,10,460,90,460,157,0,0,0,0,0,0,0.015015015015015,0.015015015015015,0.015015015015015,0.015015015015015,0,0,0.015015015015015,0.0860860860860861,0.015015015015015,0.0820820820820821,0,0.01001001001001,0.46046046046046,0.0900900900900901,0.46046046046046,0.157157157157157,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,"Sig Low","Not Sig","Sig Low","Very Sig Low","Sig Low","Not Sig","Not Sig","Not Sig",0.29967689822294
"630000:6990000",630000,6990000,0.00237704623693451,379,0.90090052379818,0.90090052379818,41.5841809999999,0.532318869033168,0.00140453527449385,0.10972079419525,0.0667012458890435,0.000853842276580101,1.73881466982338,1.03413595043728,17.6689347568659,1.37265853777786,0.306138933764136,0.514747474747475,1.17333347076948,0.966033996223126,0.00985359980143966,-0.00234523296141454,0.000727706400483183,0.000883863590637951,"'630000:6990000'",630000,6990000,0,0,0,0,15,15,15,15,0,0,15,42,15,39,0,60,912,450,838,495,0,0,0,0,0,0,0.015015015015015,0.015015015015015,0.015015015015015,0.015015015015015,0,0,0.015015015015015,0.042042042042042,0.015015015015015,0.039039039039039,0,0.0600600600600601,0.912912912912913,0.45045045045045,0.838838838838839,0.495495495495495,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,8,NA,NA,"Sig Low","Not Sig","Sig Low","Very Sig Low","Sig Low","Not Sig","Not Sig","Not Sig",0.306138933764136
"630000:7010000",630000,7010000,0.00234016503564964,333,0.779274956871331,0.779274956871331,40.549683,0.519076265905382,0.00155878758530145,0.12177081981982,0.0608213878384022,0.000778574246470455,1.92977903060319,1.10086868733147,19.5370787810986,3.7154234133335,0.268982229402262,0.471515151515152,1.23688681206982,0.996193184971209,0.0116484261373851,-0.00023242055535829,0.000629462808458264,0.000781549460703203,"'630000:7010000'",630000,7010000,0,0,0,0,194,194,194,194,0,0,194,606,194,555,0,7,891,515,771,517,0,0,0,0,0,0,0.194194194194194,0.194194194194194,0.194194194194194,0.194194194194194,0,0,0.194194194194194,0.606606606606607,0.194194194194194,0.555555555555556,0,0.00700700700700701,0.891891891891892,0.515515515515516,0.771771771771772,0.517517517517518,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.268982229402262
"630000:7030000",630000,7030000,0.00251466640564198,315,0.792119917777224,0.792119917777224,39.8100979999999,0.509608842445631,0.00161780584903375,0.126381263492063,0.0612598773163199,0.000784187347831478,2.00284364110378,1.14039953440591,19.9333102253635,4.90119388444454,0.254442649434572,0.446868686868687,1.2256022286873,1.05513892454199,0.0112763868473665,0.0032012881661647,0.000639838382695657,0.000743207675872516,"'630000:7030000'",630000,7030000,0,0,0,0,314,314,314,314,9,9,314,893,314,864,0,0,816,697,705,668,0,0,0,0,0,0,0.314314314314314,0.314314314314314,0.314314314314314,0.314314314314314,0.00900900900900901,0.00900900900900901,0.314314314314314,0.893893893893894,0.314314314314314,0.864864864864865,0,0,0.816816816816817,0.697697697697698,0.705705705705706,0.668668668668669,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Not Sig",0.254442649434572
"630000:7050000",630000,7050000,0.00213389655040918,278,0.593223241013751,0.593223241013751,36.418239,0.46618967430571,0.00167694127448097,0.13100085971223,0.0561913598791699,0.000719305284389646,2.07605329780744,1.13341792132282,18.8761850274638,4.28689687555574,0.224555735056543,0.411313131313131,1.50112113030605,1.13558941509239,0.0187584314200831,0.00670925029592912,0.000479178708411754,0.000633420208774247,"'630000:7050000'",630000,7050000,0,0,0,0,123,123,123,123,30,30,123,771,123,689,0,0,960,867,884,803,0,0,0,0,0,0,0.123123123123123,0.123123123123123,0.123123123123123,0.123123123123123,0.03003003003003,0.03003003003003,0.123123123123123,0.771771771771772,0.123123123123123,0.68968968968969,0,0,0.960960960960961,0.867867867867868,0.884884884884885,0.803803803803804,0,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.224555735056543
